;index;iteration;type;class_idx;class_name
1;527;0;Testing;8;phosphorus-P
1;528;0;Testing;1;calcium-Ca
1;536;0;Testing;4;magnesium-Mg
1;537;0;Testing;1;calcium-Ca
1;543;0;Testing;1;calcium-Ca
1;544;0;Testing;1;calcium-Ca
1;547;0;Testing;1;calcium-Ca
1;548;0;Testing;4;magnesium-Mg
1;554;0;Testing;3;iron-Fe
1;565;0;Testing;8;phosphorus-P
1;568;0;Testing;1;calcium-Ca
1;572;0;Testing;8;phosphorus-P
1;578;0;Testing;1;calcium-Ca
1;586;0;Testing;9;potasium-K
1;588;0;Testing;3;iron-Fe
1;598;0;Testing;8;phosphorus-P
1;599;0;Testing;1;calcium-Ca
1;600;0;Testing;5;manganese-Mn
1;611;0;Testing;8;phosphorus-P
1;616;0;Testing;1;calcium-Ca
1;627;0;Testing;4;magnesium-Mg
1;628;0;Testing;8;phosphorus-P
1;636;0;Testing;1;calcium-Ca
1;637;0;Testing;0;boron-B
1;642;0;Testing;1;calcium-Ca
1;660;0;Testing;9;potasium-K
1;661;0;Testing;1;calcium-Ca
1;676;0;Testing;6;more-deficiencies
1;687;0;Testing;1;calcium-Ca
1;691;0;Testing;6;more-deficiencies
1;692;0;Testing;8;phosphorus-P
1;694;0;Testing;9;potasium-K
1;700;0;Testing;5;manganese-Mn
1;707;0;Testing;0;boron-B
1;719;0;Testing;8;phosphorus-P
1;723;0;Testing;9;potasium-K
1;726;0;Testing;3;iron-Fe
1;728;0;Testing;1;calcium-Ca
1;729;0;Testing;8;phosphorus-P
1;733;0;Testing;1;calcium-Ca
1;743;0;Testing;6;more-deficiencies
1;748;0;Testing;7;nitrogen-N
1;756;0;Testing;0;boron-B
1;766;0;Testing;6;more-deficiencies
1;770;0;Testing;8;phosphorus-P
1;773;0;Testing;6;more-deficiencies
1;775;0;Testing;0;boron-B
1;783;0;Testing;0;boron-B
1;788;0;Testing;3;iron-Fe
1;789;0;Testing;9;potasium-K
1;791;0;Testing;8;phosphorus-P
1;793;0;Testing;4;magnesium-Mg
1;798;0;Testing;6;more-deficiencies
1;801;0;Testing;3;iron-Fe
1;802;0;Testing;4;magnesium-Mg
2;0;1;Training;8;phosphorus-P
2;1;1;Training;4;magnesium-Mg
2;2;1;Training;6;more-deficiencies
2;3;1;Training;1;calcium-Ca
2;4;1;Training;7;nitrogen-N
2;6;1;Training;0;boron-B
2;8;1;Training;7;nitrogen-N
2;9;1;Training;8;phosphorus-P
2;10;1;Training;3;iron-Fe
2;11;1;Training;8;phosphorus-P
2;13;1;Training;5;manganese-Mn
2;15;1;Training;5;manganese-Mn
2;17;1;Training;4;magnesium-Mg
2;19;1;Training;5;manganese-Mn
2;20;1;Training;5;manganese-Mn
2;22;1;Training;1;calcium-Ca
2;23;1;Training;8;phosphorus-P
2;25;1;Training;7;nitrogen-N
2;26;1;Training;1;calcium-Ca
2;27;1;Training;8;phosphorus-P
2;28;1;Training;3;iron-Fe
2;31;1;Training;5;manganese-Mn
2;34;1;Training;7;nitrogen-N
2;35;1;Training;5;manganese-Mn
2;36;1;Training;1;calcium-Ca
2;37;1;Training;0;boron-B
2;38;1;Training;0;boron-B
2;39;1;Training;9;potasium-K
2;40;1;Training;1;calcium-Ca
2;41;1;Training;4;magnesium-Mg
2;42;1;Training;8;phosphorus-P
2;43;1;Training;9;potasium-K
2;44;1;Training;8;phosphorus-P
2;45;1;Training;0;boron-B
2;46;1;Training;2;healthy
2;47;1;Training;0;boron-B
2;48;1;Training;8;phosphorus-P
2;49;1;Training;4;magnesium-Mg
2;50;1;Training;8;phosphorus-P
2;51;1;Training;6;more-deficiencies
2;54;1;Training;3;iron-Fe
2;55;1;Training;0;boron-B
2;56;1;Training;4;magnesium-Mg
2;57;1;Training;1;calcium-Ca
2;58;1;Training;0;boron-B
2;59;1;Training;8;phosphorus-P
2;60;1;Training;6;more-deficiencies
2;61;1;Training;6;more-deficiencies
2;63;1;Training;8;phosphorus-P
2;64;1;Training;2;healthy
2;65;1;Training;6;more-deficiencies
2;66;1;Training;8;phosphorus-P
2;67;1;Training;8;phosphorus-P
2;68;1;Training;6;more-deficiencies
2;69;1;Training;9;potasium-K
2;70;1;Training;7;nitrogen-N
2;71;1;Training;3;iron-Fe
2;72;1;Training;5;manganese-Mn
2;73;1;Training;8;phosphorus-P
2;75;1;Training;8;phosphorus-P
2;76;1;Training;1;calcium-Ca
2;77;1;Training;8;phosphorus-P
2;78;1;Training;7;nitrogen-N
2;79;1;Training;8;phosphorus-P
2;80;1;Training;8;phosphorus-P
2;81;1;Training;5;manganese-Mn
2;82;1;Training;3;iron-Fe
2;83;1;Training;4;magnesium-Mg
2;84;1;Training;7;nitrogen-N
2;85;1;Training;2;healthy
2;86;1;Training;6;more-deficiencies
2;92;1;Training;6;more-deficiencies
2;93;1;Training;8;phosphorus-P
2;94;1;Training;1;calcium-Ca
2;95;1;Training;9;potasium-K
2;96;1;Training;1;calcium-Ca
2;97;1;Training;5;manganese-Mn
2;99;1;Training;1;calcium-Ca
2;100;1;Training;4;magnesium-Mg
2;101;1;Training;9;potasium-K
2;102;1;Training;1;calcium-Ca
2;103;1;Training;6;more-deficiencies
2;104;1;Training;9;potasium-K
2;105;1;Training;8;phosphorus-P
2;106;1;Training;1;calcium-Ca
2;107;1;Training;9;potasium-K
2;108;1;Training;8;phosphorus-P
2;109;1;Training;0;boron-B
2;110;1;Training;1;calcium-Ca
2;111;1;Training;8;phosphorus-P
2;112;1;Training;6;more-deficiencies
2;113;1;Training;4;magnesium-Mg
2;115;1;Training;8;phosphorus-P
2;116;1;Training;1;calcium-Ca
2;117;1;Training;9;potasium-K
2;118;1;Training;5;manganese-Mn
2;120;1;Training;1;calcium-Ca
2;121;1;Training;5;manganese-Mn
2;122;1;Training;8;phosphorus-P
2;123;1;Training;8;phosphorus-P
2;124;1;Training;5;manganese-Mn
2;125;1;Training;9;potasium-K
2;126;1;Training;8;phosphorus-P
2;127;1;Training;5;manganese-Mn
2;128;1;Training;0;boron-B
2;129;1;Training;8;phosphorus-P
2;130;1;Training;7;nitrogen-N
2;132;1;Training;4;magnesium-Mg
2;134;1;Training;8;phosphorus-P
2;135;1;Training;5;manganese-Mn
2;136;1;Training;7;nitrogen-N
2;137;1;Training;3;iron-Fe
2;140;1;Training;0;boron-B
2;142;1;Training;1;calcium-Ca
2;143;1;Training;6;more-deficiencies
2;145;1;Training;3;iron-Fe
2;146;1;Training;9;potasium-K
2;148;1;Training;8;phosphorus-P
2;149;1;Training;1;calcium-Ca
2;150;1;Training;7;nitrogen-N
2;151;1;Training;8;phosphorus-P
2;153;1;Training;9;potasium-K
2;154;1;Training;1;calcium-Ca
2;155;1;Training;5;manganese-Mn
2;156;1;Training;4;magnesium-Mg
2;159;1;Training;6;more-deficiencies
2;160;1;Training;9;potasium-K
2;161;1;Training;3;iron-Fe
2;163;1;Training;7;nitrogen-N
2;164;1;Training;8;phosphorus-P
2;165;1;Training;6;more-deficiencies
2;167;1;Training;6;more-deficiencies
2;169;1;Training;1;calcium-Ca
2;170;1;Training;8;phosphorus-P
2;171;1;Training;8;phosphorus-P
2;173;1;Training;0;boron-B
2;174;1;Training;6;more-deficiencies
2;175;1;Training;8;phosphorus-P
2;176;1;Training;9;potasium-K
2;177;1;Training;3;iron-Fe
2;178;1;Training;4;magnesium-Mg
2;179;1;Training;1;calcium-Ca
2;180;1;Training;8;phosphorus-P
2;181;1;Training;9;potasium-K
2;182;1;Training;8;phosphorus-P
2;183;1;Training;8;phosphorus-P
2;184;1;Training;4;magnesium-Mg
2;185;1;Training;0;boron-B
2;186;1;Training;5;manganese-Mn
2;187;1;Training;0;boron-B
2;188;1;Training;0;boron-B
2;189;1;Training;8;phosphorus-P
2;190;1;Training;4;magnesium-Mg
2;191;1;Training;0;boron-B
2;192;1;Training;8;phosphorus-P
2;194;1;Training;1;calcium-Ca
2;197;1;Training;1;calcium-Ca
2;198;1;Training;6;more-deficiencies
2;199;1;Training;8;phosphorus-P
2;200;1;Training;6;more-deficiencies
2;201;1;Training;6;more-deficiencies
2;202;1;Training;7;nitrogen-N
2;203;1;Training;9;potasium-K
2;204;1;Training;7;nitrogen-N
2;205;1;Training;6;more-deficiencies
2;207;1;Training;3;iron-Fe
2;208;1;Training;9;potasium-K
2;209;1;Training;0;boron-B
2;210;1;Training;1;calcium-Ca
2;211;1;Training;0;boron-B
2;212;1;Training;3;iron-Fe
2;213;1;Training;5;manganese-Mn
2;214;1;Training;5;manganese-Mn
2;215;1;Training;5;manganese-Mn
2;217;1;Training;8;phosphorus-P
2;219;1;Training;6;more-deficiencies
2;220;1;Training;1;calcium-Ca
2;221;1;Training;3;iron-Fe
2;222;1;Training;8;phosphorus-P
2;223;1;Training;0;boron-B
2;224;1;Training;0;boron-B
2;225;1;Training;3;iron-Fe
2;226;1;Training;8;phosphorus-P
2;227;1;Training;8;phosphorus-P
2;228;1;Training;5;manganese-Mn
2;229;1;Training;1;calcium-Ca
2;230;1;Training;1;calcium-Ca
2;231;1;Training;1;calcium-Ca
2;232;1;Training;1;calcium-Ca
2;233;1;Training;4;magnesium-Mg
2;235;1;Training;7;nitrogen-N
2;236;1;Training;0;boron-B
2;237;1;Training;8;phosphorus-P
2;238;1;Training;0;boron-B
2;239;1;Training;1;calcium-Ca
2;240;1;Training;0;boron-B
2;242;1;Training;6;more-deficiencies
2;243;1;Training;9;potasium-K
2;245;1;Training;9;potasium-K
2;246;1;Training;6;more-deficiencies
2;248;1;Training;5;manganese-Mn
2;249;1;Training;0;boron-B
2;250;1;Training;0;boron-B
2;251;1;Training;8;phosphorus-P
2;252;1;Training;1;calcium-Ca
2;255;1;Training;8;phosphorus-P
2;256;1;Training;4;magnesium-Mg
2;257;1;Training;0;boron-B
2;259;1;Training;8;phosphorus-P
2;260;1;Training;3;iron-Fe
2;262;1;Training;8;phosphorus-P
2;263;1;Training;6;more-deficiencies
2;264;1;Training;6;more-deficiencies
2;265;1;Training;0;boron-B
2;266;1;Training;1;calcium-Ca
2;267;1;Training;6;more-deficiencies
2;268;1;Training;6;more-deficiencies
2;269;1;Training;0;boron-B
2;270;1;Training;1;calcium-Ca
2;271;1;Training;8;phosphorus-P
2;272;1;Training;4;magnesium-Mg
2;275;1;Training;5;manganese-Mn
2;278;1;Training;1;calcium-Ca
2;279;1;Training;6;more-deficiencies
2;281;1;Training;1;calcium-Ca
2;282;1;Training;1;calcium-Ca
2;283;1;Training;7;nitrogen-N
2;284;1;Training;5;manganese-Mn
2;285;1;Training;0;boron-B
2;287;1;Training;8;phosphorus-P
2;288;1;Training;8;phosphorus-P
2;289;1;Training;8;phosphorus-P
2;291;1;Training;5;manganese-Mn
2;294;1;Training;4;magnesium-Mg
2;295;1;Training;8;phosphorus-P
2;296;1;Training;5;manganese-Mn
2;297;1;Training;8;phosphorus-P
2;298;1;Training;0;boron-B
2;300;1;Training;0;boron-B
2;301;1;Training;5;manganese-Mn
2;302;1;Training;5;manganese-Mn
2;303;1;Training;6;more-deficiencies
2;304;1;Training;8;phosphorus-P
2;305;1;Training;8;phosphorus-P
2;306;1;Training;9;potasium-K
2;307;1;Training;3;iron-Fe
2;308;1;Training;3;iron-Fe
2;309;1;Training;3;iron-Fe
2;311;1;Training;5;manganese-Mn
2;314;1;Training;7;nitrogen-N
2;315;1;Training;8;phosphorus-P
2;316;1;Training;8;phosphorus-P
2;317;1;Training;0;boron-B
2;318;1;Training;6;more-deficiencies
2;319;1;Training;3;iron-Fe
2;320;1;Training;0;boron-B
2;321;1;Training;8;phosphorus-P
2;322;1;Training;5;manganese-Mn
2;323;1;Training;9;potasium-K
2;324;1;Training;0;boron-B
2;325;1;Training;7;nitrogen-N
2;326;1;Training;5;manganese-Mn
2;328;1;Training;8;phosphorus-P
2;329;1;Training;6;more-deficiencies
2;330;1;Training;9;potasium-K
2;331;1;Training;8;phosphorus-P
2;332;1;Training;7;nitrogen-N
2;333;1;Training;1;calcium-Ca
2;334;1;Training;9;potasium-K
2;335;1;Training;6;more-deficiencies
2;337;1;Training;9;potasium-K
2;338;1;Training;8;phosphorus-P
2;339;1;Training;8;phosphorus-P
2;340;1;Training;8;phosphorus-P
2;341;1;Training;8;phosphorus-P
2;342;1;Training;1;calcium-Ca
2;344;1;Training;8;phosphorus-P
2;345;1;Training;0;boron-B
2;347;1;Training;6;more-deficiencies
2;349;1;Training;5;manganese-Mn
2;350;1;Training;4;magnesium-Mg
2;351;1;Training;1;calcium-Ca
2;353;1;Training;3;iron-Fe
2;354;1;Training;6;more-deficiencies
2;355;1;Training;7;nitrogen-N
2;356;1;Training;8;phosphorus-P
2;357;1;Training;5;manganese-Mn
2;358;1;Training;5;manganese-Mn
2;359;1;Training;8;phosphorus-P
2;360;1;Training;4;magnesium-Mg
2;361;1;Training;8;phosphorus-P
2;362;1;Training;4;magnesium-Mg
2;363;1;Training;3;iron-Fe
2;364;1;Training;3;iron-Fe
2;365;1;Training;7;nitrogen-N
2;366;1;Training;1;calcium-Ca
2;367;1;Training;6;more-deficiencies
2;369;1;Training;8;phosphorus-P
2;370;1;Training;6;more-deficiencies
2;371;1;Training;8;phosphorus-P
2;372;1;Training;8;phosphorus-P
2;373;1;Training;8;phosphorus-P
2;374;1;Training;8;phosphorus-P
2;375;1;Training;8;phosphorus-P
2;376;1;Training;6;more-deficiencies
2;377;1;Training;8;phosphorus-P
2;378;1;Training;1;calcium-Ca
2;379;1;Training;1;calcium-Ca
2;380;1;Training;4;magnesium-Mg
2;381;1;Training;8;phosphorus-P
2;382;1;Training;7;nitrogen-N
2;383;1;Training;4;magnesium-Mg
2;384;1;Training;1;calcium-Ca
2;385;1;Training;6;more-deficiencies
2;386;1;Training;7;nitrogen-N
2;387;1;Training;9;potasium-K
2;389;1;Training;4;magnesium-Mg
2;391;1;Training;5;manganese-Mn
2;392;1;Training;3;iron-Fe
2;393;1;Training;8;phosphorus-P
2;396;1;Training;8;phosphorus-P
2;397;1;Training;1;calcium-Ca
2;398;1;Training;8;phosphorus-P
2;399;1;Training;8;phosphorus-P
2;400;1;Training;9;potasium-K
2;401;1;Training;8;phosphorus-P
2;403;1;Training;9;potasium-K
2;404;1;Training;8;phosphorus-P
2;405;1;Training;9;potasium-K
2;406;1;Training;1;calcium-Ca
2;408;1;Training;8;phosphorus-P
2;410;1;Training;1;calcium-Ca
2;411;1;Training;0;boron-B
2;412;1;Training;3;iron-Fe
2;414;1;Training;8;phosphorus-P
2;416;1;Training;8;phosphorus-P
2;417;1;Training;9;potasium-K
2;418;1;Training;9;potasium-K
2;419;1;Training;9;potasium-K
2;421;1;Training;9;potasium-K
2;422;1;Training;7;nitrogen-N
2;424;1;Training;9;potasium-K
2;428;1;Training;7;nitrogen-N
2;429;1;Training;8;phosphorus-P
2;430;1;Training;5;manganese-Mn
2;431;1;Training;8;phosphorus-P
2;433;1;Training;8;phosphorus-P
2;434;1;Training;6;more-deficiencies
2;435;1;Training;4;magnesium-Mg
2;436;1;Training;4;magnesium-Mg
2;437;1;Training;0;boron-B
2;438;1;Training;8;phosphorus-P
2;439;1;Training;8;phosphorus-P
2;440;1;Training;8;phosphorus-P
2;441;1;Training;0;boron-B
2;442;1;Training;1;calcium-Ca
2;446;1;Training;1;calcium-Ca
2;447;1;Training;8;phosphorus-P
2;448;1;Training;1;calcium-Ca
2;449;1;Training;1;calcium-Ca
2;450;1;Training;9;potasium-K
2;451;1;Training;1;calcium-Ca
2;452;1;Training;9;potasium-K
2;453;1;Training;9;potasium-K
2;454;1;Training;8;phosphorus-P
2;455;1;Training;7;nitrogen-N
2;456;1;Training;9;potasium-K
2;457;1;Training;6;more-deficiencies
2;458;1;Training;0;boron-B
2;459;1;Training;3;iron-Fe
2;461;1;Training;8;phosphorus-P
2;462;1;Training;7;nitrogen-N
2;463;1;Training;6;more-deficiencies
2;464;1;Training;0;boron-B
2;465;1;Training;6;more-deficiencies
2;469;1;Training;6;more-deficiencies
2;471;1;Training;8;phosphorus-P
2;472;1;Training;7;nitrogen-N
2;473;1;Training;6;more-deficiencies
2;474;1;Training;9;potasium-K
2;475;1;Training;8;phosphorus-P
2;476;1;Training;0;boron-B
2;477;1;Training;3;iron-Fe
2;478;1;Training;9;potasium-K
2;479;1;Training;4;magnesium-Mg
2;481;1;Training;6;more-deficiencies
2;483;1;Training;1;calcium-Ca
2;484;1;Training;1;calcium-Ca
2;485;1;Training;8;phosphorus-P
2;486;1;Training;1;calcium-Ca
2;487;1;Training;7;nitrogen-N
2;488;1;Training;3;iron-Fe
2;489;1;Training;3;iron-Fe
2;490;1;Training;9;potasium-K
2;491;1;Training;1;calcium-Ca
2;492;1;Training;8;phosphorus-P
2;493;1;Training;1;calcium-Ca
2;494;1;Training;8;phosphorus-P
2;496;1;Training;3;iron-Fe
2;497;1;Training;1;calcium-Ca
2;498;1;Training;8;phosphorus-P
2;499;1;Training;4;magnesium-Mg
2;500;1;Training;8;phosphorus-P
2;502;1;Training;1;calcium-Ca
2;503;1;Training;4;magnesium-Mg
2;504;1;Training;1;calcium-Ca
2;505;1;Training;8;phosphorus-P
2;507;1;Training;8;phosphorus-P
2;508;1;Training;0;boron-B
2;509;1;Training;0;boron-B
2;511;1;Training;1;calcium-Ca
2;513;1;Training;6;more-deficiencies
2;515;1;Training;4;magnesium-Mg
2;516;1;Training;1;calcium-Ca
2;517;1;Training;4;magnesium-Mg
2;518;1;Training;0;boron-B
2;520;1;Training;8;phosphorus-P
2;521;1;Training;1;calcium-Ca
2;523;1;Training;0;boron-B
2;525;1;Training;9;potasium-K
2;526;1;Training;9;potasium-K
2;527;1;Training;8;phosphorus-P
2;528;1;Training;1;calcium-Ca
2;529;1;Training;8;phosphorus-P
2;530;1;Training;1;calcium-Ca
2;533;1;Training;0;boron-B
2;534;1;Training;7;nitrogen-N
2;536;1;Training;4;magnesium-Mg
2;537;1;Training;1;calcium-Ca
2;538;1;Training;5;manganese-Mn
2;539;1;Training;4;magnesium-Mg
2;540;1;Training;3;iron-Fe
2;541;1;Training;7;nitrogen-N
2;542;1;Training;9;potasium-K
2;543;1;Training;1;calcium-Ca
2;544;1;Training;1;calcium-Ca
2;545;1;Training;1;calcium-Ca
2;546;1;Training;0;boron-B
2;547;1;Training;1;calcium-Ca
2;548;1;Training;4;magnesium-Mg
2;549;1;Training;5;manganese-Mn
2;550;1;Training;7;nitrogen-N
2;551;1;Training;8;phosphorus-P
2;553;1;Training;3;iron-Fe
2;554;1;Training;3;iron-Fe
2;555;1;Training;8;phosphorus-P
2;556;1;Training;8;phosphorus-P
2;557;1;Training;8;phosphorus-P
2;559;1;Training;6;more-deficiencies
2;561;1;Training;7;nitrogen-N
2;562;1;Training;7;nitrogen-N
2;564;1;Training;8;phosphorus-P
2;565;1;Training;8;phosphorus-P
2;566;1;Training;5;manganese-Mn
2;567;1;Training;1;calcium-Ca
2;568;1;Training;1;calcium-Ca
2;569;1;Training;1;calcium-Ca
2;570;1;Training;4;magnesium-Mg
2;571;1;Training;0;boron-B
2;572;1;Training;8;phosphorus-P
2;573;1;Training;8;phosphorus-P
2;574;1;Training;9;potasium-K
2;576;1;Training;6;more-deficiencies
2;577;1;Training;7;nitrogen-N
2;578;1;Training;1;calcium-Ca
2;579;1;Training;4;magnesium-Mg
2;580;1;Training;9;potasium-K
2;581;1;Training;1;calcium-Ca
2;582;1;Training;1;calcium-Ca
2;583;1;Training;8;phosphorus-P
2;584;1;Training;8;phosphorus-P
2;585;1;Training;8;phosphorus-P
2;586;1;Training;9;potasium-K
2;587;1;Training;9;potasium-K
2;588;1;Training;3;iron-Fe
2;589;1;Training;0;boron-B
2;590;1;Training;4;magnesium-Mg
2;592;1;Training;8;phosphorus-P
2;593;1;Training;0;boron-B
2;594;1;Training;9;potasium-K
2;595;1;Training;9;potasium-K
2;597;1;Training;8;phosphorus-P
2;598;1;Training;8;phosphorus-P
2;599;1;Training;1;calcium-Ca
2;600;1;Training;5;manganese-Mn
2;602;1;Training;6;more-deficiencies
2;603;1;Training;0;boron-B
2;604;1;Training;3;iron-Fe
2;605;1;Training;3;iron-Fe
2;606;1;Training;1;calcium-Ca
2;608;1;Training;7;nitrogen-N
2;611;1;Training;8;phosphorus-P
2;613;1;Training;0;boron-B
2;614;1;Training;0;boron-B
2;615;1;Training;6;more-deficiencies
2;616;1;Training;1;calcium-Ca
2;617;1;Training;4;magnesium-Mg
2;618;1;Training;6;more-deficiencies
2;619;1;Training;6;more-deficiencies
2;621;1;Training;8;phosphorus-P
2;623;1;Training;9;potasium-K
2;624;1;Training;6;more-deficiencies
2;625;1;Training;2;healthy
2;626;1;Training;8;phosphorus-P
2;627;1;Training;4;magnesium-Mg
2;628;1;Training;8;phosphorus-P
2;629;1;Training;5;manganese-Mn
2;631;1;Training;6;more-deficiencies
2;633;1;Training;8;phosphorus-P
2;634;1;Training;1;calcium-Ca
2;636;1;Training;1;calcium-Ca
2;637;1;Training;0;boron-B
2;638;1;Training;6;more-deficiencies
2;639;1;Training;1;calcium-Ca
2;640;1;Training;0;boron-B
2;641;1;Training;4;magnesium-Mg
2;642;1;Training;1;calcium-Ca
2;644;1;Training;7;nitrogen-N
2;645;1;Training;1;calcium-Ca
2;647;1;Training;8;phosphorus-P
2;649;1;Training;8;phosphorus-P
2;650;1;Training;7;nitrogen-N
2;651;1;Training;5;manganese-Mn
2;653;1;Training;6;more-deficiencies
2;655;1;Training;5;manganese-Mn
2;656;1;Training;0;boron-B
2;657;1;Training;8;phosphorus-P
2;659;1;Training;3;iron-Fe
2;660;1;Training;9;potasium-K
2;661;1;Training;1;calcium-Ca
2;662;1;Training;4;magnesium-Mg
2;664;1;Training;1;calcium-Ca
2;665;1;Training;9;potasium-K
2;666;1;Training;4;magnesium-Mg
2;669;1;Training;5;manganese-Mn
2;670;1;Training;8;phosphorus-P
2;673;1;Training;9;potasium-K
2;675;1;Training;8;phosphorus-P
2;676;1;Training;6;more-deficiencies
2;678;1;Training;6;more-deficiencies
2;682;1;Training;0;boron-B
2;683;1;Training;0;boron-B
2;684;1;Training;5;manganese-Mn
2;686;1;Training;1;calcium-Ca
2;687;1;Training;1;calcium-Ca
2;689;1;Training;8;phosphorus-P
2;690;1;Training;5;manganese-Mn
2;691;1;Training;6;more-deficiencies
2;692;1;Training;8;phosphorus-P
2;694;1;Training;9;potasium-K
2;695;1;Training;1;calcium-Ca
2;696;1;Training;9;potasium-K
2;697;1;Training;1;calcium-Ca
2;698;1;Training;3;iron-Fe
2;699;1;Training;5;manganese-Mn
2;700;1;Training;5;manganese-Mn
2;701;1;Training;4;magnesium-Mg
2;702;1;Training;5;manganese-Mn
2;703;1;Training;9;potasium-K
2;704;1;Training;1;calcium-Ca
2;706;1;Training;9;potasium-K
2;707;1;Training;0;boron-B
2;708;1;Training;8;phosphorus-P
2;709;1;Training;0;boron-B
2;710;1;Training;4;magnesium-Mg
2;711;1;Training;4;magnesium-Mg
2;712;1;Training;8;phosphorus-P
2;713;1;Training;1;calcium-Ca
2;714;1;Training;9;potasium-K
2;715;1;Training;1;calcium-Ca
2;716;1;Training;8;phosphorus-P
2;717;1;Training;4;magnesium-Mg
2;718;1;Training;0;boron-B
2;719;1;Training;8;phosphorus-P
2;721;1;Training;8;phosphorus-P
2;723;1;Training;9;potasium-K
2;724;1;Training;8;phosphorus-P
2;725;1;Training;3;iron-Fe
2;726;1;Training;3;iron-Fe
2;727;1;Training;1;calcium-Ca
2;728;1;Training;1;calcium-Ca
2;729;1;Training;8;phosphorus-P
2;733;1;Training;1;calcium-Ca
2;734;1;Training;3;iron-Fe
2;735;1;Training;9;potasium-K
2;737;1;Training;1;calcium-Ca
2;738;1;Training;6;more-deficiencies
2;739;1;Training;8;phosphorus-P
2;741;1;Training;6;more-deficiencies
2;743;1;Training;6;more-deficiencies
2;745;1;Training;8;phosphorus-P
2;746;1;Training;8;phosphorus-P
2;748;1;Training;7;nitrogen-N
2;749;1;Training;6;more-deficiencies
2;750;1;Training;8;phosphorus-P
2;751;1;Training;1;calcium-Ca
2;752;1;Training;5;manganese-Mn
2;753;1;Training;8;phosphorus-P
2;754;1;Training;8;phosphorus-P
2;756;1;Training;0;boron-B
2;757;1;Training;1;calcium-Ca
2;759;1;Training;7;nitrogen-N
2;760;1;Training;3;iron-Fe
2;761;1;Training;1;calcium-Ca
2;762;1;Training;8;phosphorus-P
2;763;1;Training;1;calcium-Ca
2;765;1;Training;0;boron-B
2;766;1;Training;6;more-deficiencies
2;767;1;Training;8;phosphorus-P
2;768;1;Training;8;phosphorus-P
2;769;1;Training;7;nitrogen-N
2;770;1;Training;8;phosphorus-P
2;771;1;Training;4;magnesium-Mg
2;772;1;Training;9;potasium-K
2;773;1;Training;6;more-deficiencies
2;774;1;Training;1;calcium-Ca
2;775;1;Training;0;boron-B
2;776;1;Training;9;potasium-K
2;777;1;Training;8;phosphorus-P
2;778;1;Training;1;calcium-Ca
2;780;1;Training;6;more-deficiencies
2;781;1;Training;0;boron-B
2;782;1;Training;5;manganese-Mn
2;783;1;Training;0;boron-B
2;784;1;Training;1;calcium-Ca
2;785;1;Training;8;phosphorus-P
2;786;1;Training;4;magnesium-Mg
2;787;1;Training;4;magnesium-Mg
2;788;1;Training;3;iron-Fe
2;789;1;Training;9;potasium-K
2;790;1;Training;5;manganese-Mn
2;791;1;Training;8;phosphorus-P
2;792;1;Training;4;magnesium-Mg
2;793;1;Training;4;magnesium-Mg
2;794;1;Training;7;nitrogen-N
2;795;1;Training;8;phosphorus-P
2;796;1;Training;8;phosphorus-P
2;797;1;Training;1;calcium-Ca
2;798;1;Training;6;more-deficiencies
2;800;1;Training;5;manganese-Mn
2;801;1;Training;3;iron-Fe
2;802;1;Training;4;magnesium-Mg
2;803;1;Training;8;phosphorus-P
3;5;1;Testing;6;more-deficiencies
3;7;1;Testing;1;calcium-Ca
3;12;1;Testing;3;iron-Fe
3;14;1;Testing;3;iron-Fe
3;16;1;Testing;8;phosphorus-P
3;18;1;Testing;0;boron-B
3;21;1;Testing;9;potasium-K
3;24;1;Testing;1;calcium-Ca
3;29;1;Testing;8;phosphorus-P
3;30;1;Testing;5;manganese-Mn
3;32;1;Testing;8;phosphorus-P
3;33;1;Testing;6;more-deficiencies
3;52;1;Testing;9;potasium-K
3;53;1;Testing;2;healthy
3;62;1;Testing;8;phosphorus-P
3;74;1;Testing;8;phosphorus-P
3;87;1;Testing;7;nitrogen-N
3;88;1;Testing;8;phosphorus-P
3;89;1;Testing;4;magnesium-Mg
3;90;1;Testing;6;more-deficiencies
3;91;1;Testing;4;magnesium-Mg
3;98;1;Testing;8;phosphorus-P
3;114;1;Testing;8;phosphorus-P
3;119;1;Testing;3;iron-Fe
3;131;1;Testing;6;more-deficiencies
3;133;1;Testing;5;manganese-Mn
3;138;1;Testing;8;phosphorus-P
3;139;1;Testing;4;magnesium-Mg
3;141;1;Testing;6;more-deficiencies
3;144;1;Testing;7;nitrogen-N
3;147;1;Testing;7;nitrogen-N
3;152;1;Testing;8;phosphorus-P
3;157;1;Testing;5;manganese-Mn
3;158;1;Testing;7;nitrogen-N
3;162;1;Testing;4;magnesium-Mg
3;166;1;Testing;1;calcium-Ca
3;168;1;Testing;8;phosphorus-P
3;172;1;Testing;5;manganese-Mn
3;193;1;Testing;0;boron-B
3;195;1;Testing;8;phosphorus-P
3;196;1;Testing;8;phosphorus-P
3;206;1;Testing;8;phosphorus-P
3;216;1;Testing;7;nitrogen-N
3;218;1;Testing;3;iron-Fe
3;234;1;Testing;9;potasium-K
3;241;1;Testing;4;magnesium-Mg
3;244;1;Testing;1;calcium-Ca
3;247;1;Testing;8;phosphorus-P
3;253;1;Testing;1;calcium-Ca
3;254;1;Testing;3;iron-Fe
3;258;1;Testing;1;calcium-Ca
